Rank,Artist,Song,Popularity,URL
1,Sublime,Santeria,75,https://open.spotify.com/track/2hnMS47jN0etwvFPzYk11f
2,Sublime,What I Got,71,https://open.spotify.com/track/3B4q6KbHbGV51HO3GznBFF
3,Sublime,Wrong Way,65,https://open.spotify.com/track/2PdIo7ewQPuAsP99LVg9uy
4,Sublime,Badfish,65,https://open.spotify.com/track/4paJ10JPNCyOaLtz2cY928
5,Sublime,Doin' Time - Original Version,63,https://open.spotify.com/track/4eamJr2k9YDH8j58RSTmSc
6,Sublime,Smoke Two Joints,62,https://open.spotify.com/track/0Jur3mZsQba3vqSpcmsOPm
7,Sublime,Caress Me Down,61,https://open.spotify.com/track/2JKlf0IYz5oWsT3OCLyjpO
8,Sublime,40oz. To Freedom,59,https://open.spotify.com/track/0vtJ9Dq53hfXE3KyP1yPni
9,Sublime,Garden Grove,58,https://open.spotify.com/track/5tFpkuwgFZQm3jv4PTX4VB
10,Sublime,Scarlet Begonias,57,https://open.spotify.com/track/1NpLCZNSYEegtDYCRA5PNN
1,Keith Jarrett,So Tender,57,https://open.spotify.com/track/0Dt1B5dNfajRczQKZA87aL
2,Keith Jarrett,Where Can I Go Without You,55,https://open.spotify.com/track/6WTaPOmjmElVLG7HD8nHkb
3,Keith Jarrett,One Day I'll Fly Away,53,https://open.spotify.com/track/6TCEJVBIrm9YysBGEVHFD0
4,Keith Jarrett,Questar,53,https://open.spotify.com/track/1ChYuSIoOFDVY6fHSXF6zS
5,Keith Jarrett,My Song,52,https://open.spotify.com/track/1fZWZxwDpzMw9qkGv17d4c
6,Keith Jarrett,One For Majid - Live,52,https://open.spotify.com/track/1xKMxT6PFOr4RJWhoisP0t
7,Keith Jarrett,I Got It Bad And That Ain't Good,50,https://open.spotify.com/track/6ZvxoSCkod7ABm7DFvFkX6
8,Keith Jarrett,"Köln, January 24, 1975, Pt. I - Live",46,https://open.spotify.com/track/0T4KV1pj8as2xvdHZAP5ae
9,Keith Jarrett,I Loves You Porgy,44,https://open.spotify.com/track/6f5c2TrHJxscSjX1CVFlfR
10,Keith Jarrett,Interlude No. 3,43,https://open.spotify.com/track/0wvbb2MxlokwqSvbeoOOHv
1,Mark Knopfler,What It Is,43,https://open.spotify.com/track/1RVZH0clK31T3qB4eZykLp
2,Mark Knopfler,Sailing to Philadelphia,40,https://open.spotify.com/track/4eA4i2Uf0DDIkpyesj98Ag
3,Mark Knopfler,"Going Home - Theme of ""Local Hero""",37,https://open.spotify.com/track/4P7Aewkz2BUETgKZ9Cnkbx
4,Mark Knopfler,Wherever I Go,53,https://open.spotify.com/track/1p8Co3ZVnAwtKm0hUc0yVN
5,Mark Knopfler,Sailing to Philadelphia,39,https://open.spotify.com/track/5dFbGFPR2GkgIPvfnAo3R3
6,Mark Knopfler,Beryl,52,https://open.spotify.com/track/2dPTRjTrpjGUIuhPyfP9B5
7,Mark Knopfler,Wild Theme,34,https://open.spotify.com/track/7k8GCLkNp7bH6ARIBOaSt5
8,Mark Knopfler,Golden Heart,50,https://open.spotify.com/track/4KU1AZfXvTPhrr9ptpVVPp
9,Mark Knopfler,Trapper Man,48,https://open.spotify.com/track/4joTYdkidA24uNLSRn2g0o
10,Mark Knopfler,Good On You Son,48,https://open.spotify.com/track/26lL5S7RhUA4qNMzTP7Iuw
1,Stan Getz,The Girl From Ipanema,67,https://open.spotify.com/track/3898C4AbdbptwYet6547e5
2,Stan Getz,A Nightingale Sang In Berkeley Square,63,https://open.spotify.com/track/1xaTXPoDk4VOU9XhYX4KJM
3,Stan Getz,Corcovado (Quiet Nights Of Quiet Stars),61,https://open.spotify.com/track/4SrJyRdyHYxxkcVMQ3QkGE
4,Stan Getz,Só Danço Samba,60,https://open.spotify.com/track/5je0CDv1Z1hT82Nek1Fjhl
5,Stan Getz,Para Machuchar Meu Coracao,58,https://open.spotify.com/track/5jBv1j7ISp1ja8e1N2oSmt
6,Stan Getz,Corcovado (Quiet Nights Of Quiet Stars) - Single Version,54,https://open.spotify.com/track/5nU7dvOfzYs9QVVL7YVNPE
7,Stan Getz,Who Could Care?,53,https://open.spotify.com/track/1kBKndNFG5Um2DK87FYk1m
8,Stan Getz,Desafinado,52,https://open.spotify.com/track/0aOH62uqDzuvCvN2jdVtZs
9,Stan Getz,The Girl From Ipanema - Single Version,51,https://open.spotify.com/track/4qGfJb2KByjvzrwo8HNibg
10,Stan Getz,Saudade Vem Correndo,51,https://open.spotify.com/track/3QxAadrRx8aSEVd6Qzr8KF
1,Rick James,Super Freak,68,https://open.spotify.com/track/2dCmGcEOQrMQhMMS8Vj7Ca
2,Rick James,Give It To Me Baby,62,https://open.spotify.com/track/13v3siPyvy5TTEZYmGPPse
3,Rick James,Mary Jane,62,https://open.spotify.com/track/5hWLHFSmomXmeTXEE478My
4,Rick James,Fire And Desire,52,https://open.spotify.com/track/6XJdmdiLRvvQXRLMenQmjx
5,Rick James,Ghetto Life,50,https://open.spotify.com/track/5Od8o3WsbeLxlGP1vmH6s6
6,Rick James,Ebony Eyes,49,https://open.spotify.com/track/71JkyCi11ETSz58jhgg2YE
7,Rick James,Cold Blooded,45,https://open.spotify.com/track/7LHfhusSfulgzuiMg7e3Cz
8,Rick James,Bustin' Out (On Funk),45,https://open.spotify.com/track/0wYo8gcZCREyPoWOv0FzCX
9,Rick James,"Super Freak - 12"" Version",44,https://open.spotify.com/track/3LWnuzqLpB4fVEYh8dHZhH
10,Rick James,You And I,42,https://open.spotify.com/track/5Mhf6GA6G6ugP2x7mnAGyY
1,Poco,Crazy Love,54,https://open.spotify.com/track/4l6uTQ4A2eWZrOzjgm1bey
2,Poco,Heart Of The Night,49,https://open.spotify.com/track/6fNID7koTl1dZBCs6FmK4E
3,Poco,Call It Love,46,https://open.spotify.com/track/2pFLsd3LCZAxhBzkbql331
4,Poco,Rose of Cimmaron,41,https://open.spotify.com/track/2nRa4K5hBFGMnP1Yx1rJ1y
5,Poco,Keep on Tryin',36,https://open.spotify.com/track/3OiH3dDxHDnwOy4WaYST9Q
6,Poco,A Good Feelin' to Know,35,https://open.spotify.com/track/6Mh983JRc0qvEtLrmaJppt
7,Poco,Magnolia,32,https://open.spotify.com/track/575hcrXt72J7ukMi1oktL0
8,Poco,Rose Of Cimarron,30,https://open.spotify.com/track/6F6wNXQ5MSL2uH96sB6Mmv
9,Poco,Crazy Love,29,https://open.spotify.com/track/6olZRDhXN9issMmOjrcdv5
10,Poco,Barbados,27,https://open.spotify.com/track/5zcUeg2LzUC9Z6JyyO1bzn
1,Smokey Robinson,Cruisin',60,https://open.spotify.com/track/2gliw3L0oa4w8LqaHploje
2,Smokey Robinson,Being With You,54,https://open.spotify.com/track/5khAYmr8HHFwI3sp0Lw9wp
3,Smokey Robinson,Just To See Her,54,https://open.spotify.com/track/7LOYcC6phKAVOckgmVZJJT
4,Smokey Robinson,The Agony And The Ecstasy,52,https://open.spotify.com/track/5tJtbMylDCdtsQf4R02qer
5,Smokey Robinson,Quiet Storm,44,https://open.spotify.com/track/1JhpdM2PtIsKC0lrBTPSAK
6,Smokey Robinson,Cruisin' - Mono Version,42,https://open.spotify.com/track/1Bh99nlusyJjGkhlrnzbkI
7,Smokey Robinson,I Want You 'Round,41,https://open.spotify.com/track/3YOJj1WxUndJ5XZQC5T4Ib
8,Smokey Robinson,Baby Come Close,40,https://open.spotify.com/track/4tDg7rp5r68lSWur2uRT5t
9,Smokey Robinson,Will You Love Me Tomorrow?,39,https://open.spotify.com/track/3qdGPi6cpcOSAc1QzKFPmC
10,Smokey Robinson,My Girl,39,https://open.spotify.com/track/6sg9ew2UWHvbZpQOlpwiIT
1,KAROL G,Tusa,96,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
2,KAROL G,Yikes,79,https://open.spotify.com/track/75dLEqanQTupF3dtP9exT5
3,KAROL G,Bang Bang,77,https://open.spotify.com/track/0puf9yIluy9W0vpMEUoAnN
4,KAROL G,Swalla (feat. Nicki Minaj & Ty Dolla $ign),77,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
5,KAROL G,Woman Like Me (feat. Nicki Minaj),76,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
6,KAROL G,MotorSport,75,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
7,KAROL G,MEGATRON,73,https://open.spotify.com/track/1ZDmxwg7Lywlx68b7SsJjj
8,KAROL G,Starships,69,https://open.spotify.com/track/1oHNvJVbFkexQc0BpQp7Y4
9,KAROL G,Chun-Li,71,https://open.spotify.com/track/1e4rwBPVI32vZtTJu7mJ4J
10,KAROL G,Super Bass,71,https://open.spotify.com/track/0iYebKFUSfF72fUu2OW6ZT
1,Jimmy Ruffin,What Becomes Of The Brokenhearted,50,https://open.spotify.com/track/0wBaPbJ2qsbGqgnGbqBDgP
2,Jimmy Ruffin,What Becomes of the Brokenhearted - Rerecorded,29,https://open.spotify.com/track/5cIjk7357eieH59XKU8yxx
3,Jimmy Ruffin,Farewell Is A Lonely Sound,36,https://open.spotify.com/track/0F7L5dUccQfTj1nPRzJVbT
4,Jimmy Ruffin,"He Ain't Heavy, He's My Brother",32,https://open.spotify.com/track/70n6myJfcm0dOmqbu9iA4l
5,Jimmy Ruffin,Hold On To My Love - Rerecorded,20,https://open.spotify.com/track/5BYKe67RIK6XyhJN9iam8W
6,Jimmy Ruffin,Gonna Give Her All The Love I've Got,16,https://open.spotify.com/track/1eGPKo73n7rFkTqmQCXq79
7,Jimmy Ruffin,I'll Say Forever My Love,27,https://open.spotify.com/track/00U45bMLJ8QM1kwT9i6cIL
8,Jimmy Ruffin,I've Passed This Way Before,19,https://open.spotify.com/track/7G4ggNSeJG6P82Yk0fvvdR
9,Jimmy Ruffin,It's Wonderful (To Be Loved By You),26,https://open.spotify.com/track/4fBhbBWOzPzQ7tRrr2wJjn
10,Jimmy Ruffin,Let's Say Goodbye Tomorrow,24,https://open.spotify.com/track/7Eb8dM56xRSHtdAUdXrXpo
1,The Beatles,Get Back - Remastered 2015,56,https://open.spotify.com/track/6zmQ8bzlDIfngjy0Ba3w46
2,The Beatles,Nothing From Nothing,53,https://open.spotify.com/track/72PoJMDfdaw9gGECgA9kTZ
3,The Beatles,Will It Go Round In Circles,45,https://open.spotify.com/track/5YLVhkyMsAuYKOKihHJo21
4,The Beatles,With You I'm Born Again,42,https://open.spotify.com/track/7wlPnBfcywEctiVWwCdxvn
5,The Beatles,My Sweet Lord - Live,41,https://open.spotify.com/track/0Rf1g7E3Ar7JaZ5GjVO4dp
6,The Beatles,Outa-Space,40,https://open.spotify.com/track/17KFO56mkVEKR0v8qOPlkU
7,The Beatles,Isn't It A Pity - Live,33,https://open.spotify.com/track/3nQKXDpggv6w3KZotL9cuU
8,The Beatles,My Sweet Lord - 2010 Remaster / Encouraging Words Version,32,https://open.spotify.com/track/1E7QpnEGPmb4fvIVbl14zn
9,The Beatles,That's The Way God Planned It - Alternative Version,30,https://open.spotify.com/track/1oT3VkbjXWsciXQ2xNmd5x
10,The Beatles,I Shall Wear A Crown - Live,29,https://open.spotify.com/track/6nW9TQmylK5NySarMPXCtO
1,Temple Of The Dog,Hunger Strike - 25th Anniversary Mix,62,https://open.spotify.com/track/3CtphwpjC0XjIVpLFvGiQR
2,Temple Of The Dog,Hunger Strike,60,https://open.spotify.com/track/0W7AbEauB7cP4pidLclApe
3,Temple Of The Dog,Say Hello 2 Heaven,54,https://open.spotify.com/track/4L2S9GbwEgwfSbHjTCvNQX
4,Temple Of The Dog,Say Hello 2 Heaven - 25th Anniversary Mix,52,https://open.spotify.com/track/6gpai6xL08vD5mQ4fXTwxL
5,Temple Of The Dog,Call Me A Dog,45,https://open.spotify.com/track/5MRRZxscYnbYKHvOQdxtdw
6,Temple Of The Dog,Times Of Trouble,42,https://open.spotify.com/track/4m1BHxinyAOrymQFKqTsr6
7,Temple Of The Dog,All Night Thing,39,https://open.spotify.com/track/7LZwFnHW2oWzFqtsmfrWw7
8,Temple Of The Dog,Pushin' Forward Back,38,https://open.spotify.com/track/1B45KRIxXBnKosy2OGvPEJ
9,Temple Of The Dog,Wooden Jesus,37,https://open.spotify.com/track/4oxqp216awjiyQYwndUI8A
10,Temple Of The Dog,Four Walled World,37,https://open.spotify.com/track/0vl6IBNXnbrMakBQa4Le4r
1,Etta James,At Last,74,https://open.spotify.com/track/4Hhv2vrOTy89HFRcjU3QOx
2,Etta James,I'd Rather Go Blind,68,https://open.spotify.com/track/1kPBT8S2wJFNAyBMnGVZgL
3,Etta James,A Sunday Kind Of Love,65,https://open.spotify.com/track/0zGLlXbHlrAyBN1x6sY0rb
4,Etta James,I Just Want To Make Love To You - Single Version,62,https://open.spotify.com/track/3QnHWkNMY2mpy494Bis0ly
5,Etta James,Something's Got A Hold On Me,53,https://open.spotify.com/track/6EAlFsajDK1PVgfhdJbS5Y
6,Etta James,Stormy Weather,58,https://open.spotify.com/track/2IdwQxhJn9ZE4zIotcCefR
7,Etta James,All I Could Do Was Cry,51,https://open.spotify.com/track/7Ca3Zb8wejNYCoei3tlJ9e
8,Etta James,Miss You,50,https://open.spotify.com/track/4JVeqfE2tpi7Pv63LJZtPh
9,Etta James,Trust In Me,49,https://open.spotify.com/track/5Zu9mG353GB3p26t7M5AmR
10,Etta James,"Do Right Woman, Do Right Man",43,https://open.spotify.com/track/2mVp83pLkWJN03Ha8Txydf
1,Demis Roussos,Forever And Ever,46,https://open.spotify.com/track/7pD1NHvfB5W5L4bGBPBQtd
2,Demis Roussos,Goodbye My Love Goodbye,40,https://open.spotify.com/track/71hQRlTdrhBgPUA3J8BTNw
3,Demis Roussos,Quand Je T'Aime,29,https://open.spotify.com/track/1SbTQK0ki6N1zqmw2tmdFZ
4,Demis Roussos,My Friend The Wind,36,https://open.spotify.com/track/4AAlpkbWP0nhCD7gWE3zSG
5,Demis Roussos,Morir al Lado de Mi Amor,45,https://open.spotify.com/track/5NNhp4yNyDGmoFpCFYEFyY
6,Demis Roussos,We Shall Dance,40,https://open.spotify.com/track/0ppemovzTFwU7kGEziDpJ0
7,Demis Roussos,Velvet Mornings,29,https://open.spotify.com/track/4MjsvvguQQU5ikobT8ZkTB
8,Demis Roussos,Rain And Tears,38,https://open.spotify.com/track/02WEtNMxs4N2FR3puh54W7
9,Demis Roussos,On Ecrit Sur Les Murs,17,https://open.spotify.com/track/20LNYFp1DupQQqSIfNoqK1
10,Demis Roussos,I Dig You,37,https://open.spotify.com/track/2vY01lnR1rKTW9TTFxVIBw
1,Roy Orbison,"Oh, Pretty Woman",73,https://open.spotify.com/track/48i055G1OT5KxGGftwFxWy
2,Roy Orbison,You Got It,69,https://open.spotify.com/track/6r20M5DWYdIoCDmDViBxuz
3,Roy Orbison,Only the Lonely,61,https://open.spotify.com/track/0PkBTqRtN25z3oKasWoKlj
4,Roy Orbison,I Drove All Night,60,https://open.spotify.com/track/6U7QjXYOaLJ741cIWPBTyN
5,Roy Orbison,Crying,60,https://open.spotify.com/track/6eLL7QTdMWdhhG4i3jHDR9
6,Roy Orbison,In Dreams,53,https://open.spotify.com/track/44pN9jfSqY3d3lrKuv3QeN
7,Roy Orbison,California Blue,55,https://open.spotify.com/track/5yqVF4y7dq6AgnNCHnHZEA
8,Roy Orbison,She's a Mystery to Me,53,https://open.spotify.com/track/7FMXSSzIRW8aJwUPfzXsa2
9,Roy Orbison,Crying,52,https://open.spotify.com/track/56SVBTiWKPVwqNxiNkCpKS
10,Roy Orbison,It's Over,51,https://open.spotify.com/track/3HZMEIZY9Z6GdhPaG5bAK2
1,Coleman Hawkins,Rosita,49,https://open.spotify.com/track/3tzOXO0tEqbI4SCrSDhZ4J
2,Coleman Hawkins,Out Of Nowhere,47,https://open.spotify.com/track/6OZ210lsvCsoIqjBZcGYvm
3,Coleman Hawkins,Greensleeves,46,https://open.spotify.com/track/4gC95tJcg0TWAz3LJ2dZpN
4,Coleman Hawkins,Cocktails For Two,44,https://open.spotify.com/track/50ijZUy4vc2q9Pm12q5F7K
5,Coleman Hawkins,What a difference a day makes,42,https://open.spotify.com/track/3C9bNCnxHvUEVELsUvKGyy
6,Coleman Hawkins,You'd Be So Nice To Come Home To,41,https://open.spotify.com/track/5eJ90rBnkUv7PqxgTExfvd
7,Coleman Hawkins,Body and Soul,40,https://open.spotify.com/track/2xm9ihELo6xwrRKrBbPql9
8,Coleman Hawkins,Prisoner Of Love,35,https://open.spotify.com/track/6lO3wImM4oMAhOzDptCqa6
9,Coleman Hawkins,Tangerine,34,https://open.spotify.com/track/5EudeHV7lSPc0n0J8C6yhq
10,Coleman Hawkins,It Never Entered My Mind,33,https://open.spotify.com/track/6PKCEB5JzjCizpz9hUQcpX
1,Lulu,To Sir with Love,49,https://open.spotify.com/track/0gBFr7N2D1GfhkXIIepIGG
2,Lulu,The Man With The Golden Gun,33,https://open.spotify.com/track/5SehBzhVSGT9R8UcIAWsvT
3,Lulu,Boom Bang A Bang,19,https://open.spotify.com/track/2grqeM6FaeDGmH1MUiW3kf
4,Lulu,We've Got Tonight,35,https://open.spotify.com/track/1egi7RJKsJncm2ubGv2I8h
5,Lulu,The Boat That I Row,17,https://open.spotify.com/track/5fMN1IctZaklUZ2xL9lE0N
6,Lulu,The Man Who Sold The World,16,https://open.spotify.com/track/4dhDQFG3fCTwIOuFKUidnk
7,Lulu,I Could Never Miss You (More Than I Do),30,https://open.spotify.com/track/6M3tYsgaGfs5UxXNyi6Elg
8,Lulu,I'm A Tiger - Single Version,11,https://open.spotify.com/track/2RNcaXb4m5C1DucXFSwvap
9,Lulu,Feelin' Alright - 2007 Remastered Version,25,https://open.spotify.com/track/5pnIZpMzyKS4iH8YAWWE0o
10,Lulu,The Prayer,14,https://open.spotify.com/track/6JvwIPc00P3dij6D83zmq3
1,Pink Floyd,Wish You Were Here,76,https://open.spotify.com/track/6mFkJmJqdDVQ1REhVfGgd1
2,Pink Floyd,"Another Brick in the Wall, Pt. 2",76,https://open.spotify.com/track/4gMgiXfqyzZLMhsksGmbQV
3,Pink Floyd,Comfortably Numb,74,https://open.spotify.com/track/5HNCy40Ni5BZJFw1TKzRsC
4,Pink Floyd,Money,73,https://open.spotify.com/track/0vFOzaXqZHahrZp6enQwQb
5,Pink Floyd,Time,70,https://open.spotify.com/track/3TO7bbrUKrOSPGRTB5MeCz
6,Pink Floyd,Breathe (In the Air),68,https://open.spotify.com/track/2ctvdKmETyOzPb2GiJJT53
7,Pink Floyd,Hey You,68,https://open.spotify.com/track/7F02x6EKYIQV3VcTaTm7oN
8,Pink Floyd,Shine On You Crazy Diamond (Pts. 1-5),66,https://open.spotify.com/track/6pnwfWyaWjQiHCKTiZLItr
9,Pink Floyd,The Great Gig in the Sky,66,https://open.spotify.com/track/2TjdnqlpwOjhijHCwHCP2d
10,Pink Floyd,Brain Damage,66,https://open.spotify.com/track/05uGBKRCuePsf43Hfm0JwX
1,Miles Davis,Blue in Green,65,https://open.spotify.com/track/0aWMVrwxPNYkKmFthzmpRi
2,Miles Davis,So What,62,https://open.spotify.com/track/4vLYewWIvqHfKtJDk8c8tq
3,Miles Davis,Flamenco Sketches,57,https://open.spotify.com/track/6dRx7OUXfvosnXG3g9lWGi
4,Miles Davis,Stella By Starlight,57,https://open.spotify.com/track/4zxd4tiXPlWMqoJltbVTbE
5,Miles Davis,'Round Midnight,56,https://open.spotify.com/track/5vb7At47uO0yPGfmYnAHuw
6,Miles Davis,Milestones,55,https://open.spotify.com/track/1xicvSO4CJ2ymqYgpk7DFh
7,Miles Davis,Freddie Freeloader,55,https://open.spotify.com/track/2x91iJc0UkFcjRMEZ2CoWB
8,Miles Davis,"Générique - BOF ""Ascenseur pour l'échafaud""",52,https://open.spotify.com/track/3I1LsXYKMeWbdgJgADH8yY
9,Miles Davis,All Blues,52,https://open.spotify.com/track/5o3DSHw1ORhM3lWxqGRvEf
10,Miles Davis,Rubberband of Life (feat. Ledisi),51,https://open.spotify.com/track/2cKH6blsLnE8oEEmAu34YB
1,Benny Andersson,Tröstevisa,44,https://open.spotify.com/track/68EjEEyGv2FcTVv9wsrJdT
2,Benny Andersson,Like An Angel,43,https://open.spotify.com/track/1ug2hcQ3QKLZtqTpZlq2MJ
3,Benny Andersson,Broken Bicycles (Waits) . Junk (McCartney),40,https://open.spotify.com/track/5INJb046uBsRZNJMGAywKZ
4,Benny Andersson,Anthem,39,https://open.spotify.com/track/5jvNtVu9fmqe7DMJRmCc3Q
5,Benny Andersson,Thank You For The Music,38,https://open.spotify.com/track/5rrxhLCQPDTMPEjdhVPQU9
6,Benny Andersson,Chess,38,https://open.spotify.com/track/5J3gJpTGQaW38u29tcbLHI
7,Benny Andersson,"My Love, My Life",35,https://open.spotify.com/track/7pSllwShynNUGZNzcvjSuo
8,Benny Andersson,I Let The Music Speak,34,https://open.spotify.com/track/3xWiF0XcSQMzcR80BFRA15
9,Benny Andersson,The Day Before You Came,34,https://open.spotify.com/track/2eszMQxkIUC9EII2m4lIgI
10,Benny Andersson,Tröstevisa,33,https://open.spotify.com/track/3KO0hqLuoWHJNKxlW941Tl
1,Red Hot Chili Peppers,Under the Bridge,81,https://open.spotify.com/track/3d9DChrdc6BOeFsbrZ3Is0
2,Red Hot Chili Peppers,Californication,80,https://open.spotify.com/track/48UPSzbZjgc449aqz8bxox
3,Red Hot Chili Peppers,Can't Stop,80,https://open.spotify.com/track/3ZOEytgrvLwQaqXreDs2Jx
4,Red Hot Chili Peppers,Snow (Hey Oh),78,https://open.spotify.com/track/2aibwv5hGXSgw7Yru8IYTO
5,Red Hot Chili Peppers,Otherside,78,https://open.spotify.com/track/64BbK9SFKH2jk86U3dGj2P
6,Red Hot Chili Peppers,Scar Tissue,76,https://open.spotify.com/track/1G391cbiT3v3Cywg8T7DM1
7,Red Hot Chili Peppers,Dani California,76,https://open.spotify.com/track/10Nmj3JCNoMeBQ87uw5j8k
8,Red Hot Chili Peppers,Give It Away,73,https://open.spotify.com/track/0uppYCG86ajpV2hSR3dJJ0
9,Red Hot Chili Peppers,By the Way,73,https://open.spotify.com/track/1f2V8U1BiWaC9aJWmpOARe
10,Red Hot Chili Peppers,Dark Necessities,73,https://open.spotify.com/track/2oaK4JLVnmRGIO9ytBE1bt
1,Level 42,Lessons In Love,61,https://open.spotify.com/track/3EGI5qmVmGlfgy9BmNb1R8
2,Level 42,Something About You - Single Version,58,https://open.spotify.com/track/2uXewDKMktNkkMfotqSxN6
3,Level 42,Running In The Family - Single Version,54,https://open.spotify.com/track/1pTqpcvO02DUSzdN85loMZ
4,Level 42,It's Over,52,https://open.spotify.com/track/5ecmqY2rtCQ0GvG0YQ4Jr8
5,Level 42,Hot Water,43,https://open.spotify.com/track/6P8Koz2FQpJHte9tGHL4eb
6,Level 42,Love Games - Level Best Remix,42,https://open.spotify.com/track/3AtRLBfjTrY3P1MkDQ6Kst
7,Level 42,Something About You,41,https://open.spotify.com/track/77NwdlKUIMS3gvvJeO5KK1
8,Level 42,Leaving Me Now - Remix,39,https://open.spotify.com/track/1LHIuIpbAKLoN4YmrM72IA
9,Level 42,Children Say,39,https://open.spotify.com/track/2TXQ7fgEr8LlqBhzOpT4jn
10,Level 42,Leaving Me Now - Extended Version,38,https://open.spotify.com/track/0TYyducen50DJNshC1mC3s
1,Kaiser Chiefs,Ruby,61,https://open.spotify.com/track/0VhhaYztcRWc7PEjJCjr1g
2,Kaiser Chiefs,I Predict a Riot,52,https://open.spotify.com/track/3fMoeGj4mDusrmYOOF60aC
3,Kaiser Chiefs,Everyday I Love You Less and Less,51,https://open.spotify.com/track/7IdfMBufDn3yf2JhS3a5w0
4,Kaiser Chiefs,Never Miss a Beat,48,https://open.spotify.com/track/71aEq5ZnRE2Hr11PXZqpn9
5,Kaiser Chiefs,Oh My God,40,https://open.spotify.com/track/057IenQSxQmNEfESF1jsDn
6,Kaiser Chiefs,Record Collection,44,https://open.spotify.com/track/0ItD5cgfl9jvzVTOlehFxd
7,Kaiser Chiefs,Modern Way,37,https://open.spotify.com/track/7b81dVrO2wcptSCKfJ0QSz
8,Kaiser Chiefs,Golden Oldies,44,https://open.spotify.com/track/2Eq2jhfIN8WKPDzkegtwQr
9,Kaiser Chiefs,People Know How To Love One Another,43,https://open.spotify.com/track/68jAh4gUKFXe5jgjKgsERl
10,Kaiser Chiefs,Wait,41,https://open.spotify.com/track/0rmTL2i3ay6HxQuN1fmJV9
1,ABBA,Dancing Queen,72,https://open.spotify.com/track/4NtUY5IGzHCaqfZemmAu56
2,ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),64,https://open.spotify.com/track/2PzCOP5Aj9SABiBgNEZ52G
3,ABBA,The Winner Takes It All,60,https://open.spotify.com/track/2HeTmGTjl870ucJ8mF7zl5
4,ABBA,Mamma Mia,64,https://open.spotify.com/track/22NN4BS1AlqVbyKIWExgON
5,ABBA,Super Trouper,60,https://open.spotify.com/track/2nMghZvtLx6DDgTEHEsb4w
6,ABBA,Take A Chance On Me,63,https://open.spotify.com/track/6vQN2a9QSgWcm74KEZYfDL
7,ABBA,Waterloo,59,https://open.spotify.com/track/0RzhMHIsFMbOGh0oWDvNNK
8,ABBA,Chiquitita,57,https://open.spotify.com/track/4g5LUzHFRr4Zlok8KzERmI
9,ABBA,Voulez-Vous,55,https://open.spotify.com/track/6jJYlWqSUHXoX15nGk3Yfe
10,ABBA,Lay All Your Love On Me,49,https://open.spotify.com/track/6cH34Jb2W9s9w8ooRtZZPf
1,Rick Wakeman,Morning Has Broken,41,https://open.spotify.com/track/7f6BZneOzXslVLWYpgpMHD
2,Rick Wakeman,Swan Lake,40,https://open.spotify.com/track/5hZww29pZkRxYMcRWun1BB
3,Rick Wakeman,Catherine Of Aragon,39,https://open.spotify.com/track/3bFue3Ib0IsxhkvM7BsIiS
4,Rick Wakeman,Life On Mars,38,https://open.spotify.com/track/2yyLWqhNx9vDYTSyaVaiQK
5,Rick Wakeman,Cyril Wolverine,38,https://open.spotify.com/track/3rtozNvaEW4Jj22cd9KmF9
6,Rick Wakeman,"While My Guitar Gently Weeps (Arranged for Piano, Strings & Chorus by Rick Wakeman)",36,https://open.spotify.com/track/5grzPwcpkM0YjB4txDJDxp
7,Rick Wakeman,Space Oddity,34,https://open.spotify.com/track/2bWOmhFKVCXTgh9Ajg0wH4
8,Rick Wakeman,Stairway To Heaven,33,https://open.spotify.com/track/5lU4kt4nArQ4N2Ao8sJ1aU
9,Rick Wakeman,I Saw the Light,33,https://open.spotify.com/track/0qMc2Ap8lXotZvDzkG7218
10,Rick Wakeman,Help,31,https://open.spotify.com/track/6r1tutCPwz90PqSuNm9kgF
1,The Marvelettes,Please Mr. Postman,68,https://open.spotify.com/track/6jX5mso4x00c1EiNMrTU9U
2,The Marvelettes,Playboy,41,https://open.spotify.com/track/5jsxE1nDuRrEgN9gmbWWYS
3,The Marvelettes,Beechwood 4-5789,40,https://open.spotify.com/track/1vFNrZld2sLrmxwLIO1r1L
